TradeDate,StockCode,IndexWeight,ClosePrice,Volume,Amount,PE_TTM,PB,TotalMarketCap,AnnounceDate,ReportPeriod,ROE,Revenue_YoY,NetProfit_YoY,momentum_5_raw,momentum_20_raw,momentum_60_raw,reversal_5_raw,volatility_20_raw,downside_vol_20_raw,drawdown_20_raw,turnover_proxy_20_raw,illiq_20_raw,roe_raw,size_log_mcap_raw,ep_ttm_raw,bp_inv_raw,revenue_yoy_raw,netprofit_yoy_raw,momentum_5_raw_clip3,momentum_20_raw_clip3,momentum_60_raw_clip3,reversal_5_raw_clip3,volatility_20_raw_clip3,downside_vol_20_raw_clip3,drawdown_20_raw_clip3,turnover_proxy_20_raw_clip3,illiq_20_raw_clip3,roe_raw_clip3,size_log_mcap_raw_clip3,ep_ttm_raw_clip3,bp_inv_raw_clip3,revenue_yoy_raw_clip3,netprofit_yoy_raw_clip3
20231229,000001.SZ,0.524,672.7326,853852.79,803196.744,3.7578,0.4603,182221571879.22,20231025,20230930.0,8.8025,-7.6889,8.1181,0.0206522238808302,-0.0279502419025183,-0.1616071835828034,-0.0206522238808302,0.013017821832282,0.0072631265956018,-0.0249220569712447,4.2960714373548914e-06,1.086056522051436e-08,8.8025,25.92848921146657,0.2661131513119378,2.172496198131653,-7.6889,8.1181,0.0206522238808302,-0.0279502419025183,-0.1616071835828034,-0.0206522238808302,0.013017821832282,0.0072631265956018,-0.0249220569712447,4.2960714373548914e-06,1.086056522051436e-08,8.8025,25.92848921146657,0.2661131513119378,2.172496198131653,-7.6889,8.1181
20231229,000002.SZ,0.41,1900.6216,614077.78,642736.575,6.5035,0.4934,124795221066.66,20231028,20230930.0,5.497,-14.0268,-20.3112,0.0077071275620461,-0.0824561586449356,-0.2003058040283412,-0.0077071275620461,0.0185232408657682,0.0104732503386344,-0.064400703675304,5.28797571547224e-06,2.1134826675904113e-08,5.497,25.549939999413457,0.1537633581917429,2.026753141467369,-14.0268,-20.3112,0.0077071275620461,-0.0824561586449356,-0.2003058040283412,-0.0077071275620461,0.0185232408657682,0.0104732503386344,-0.064400703675304,5.28797571547224e-06,2.1134826675904113e-08,5.497,25.549939999413457,0.1537633581917429,2.026753141467369,-14.0268,-20.3112
20231229,000063.SZ,0.486,433.6688,802469.66,2116275.731,13.9165,1.9112,126660501096.96,20231024,20230930.0,12.5546,-3.4201,14.9733,0.0520461914740524,0.013006992516944,-0.1897183802543873,-0.0520461914740524,0.0241341523541022,0.0116242196125873,-0.0074961516825261,1.7004178941562345e-05,7.976220502918206e-09,12.5546,25.564776124263723,0.0718571479897962,0.5232314776056928,-3.4201,14.9733,0.0520461914740524,0.013006992516944,-0.1897183802543873,-0.0520461914740524,0.0241341523541022,0.0116242196125873,-0.0074961516825261,1.7004178941562345e-05,7.976220502918206e-09,12.5546,25.564776124263723,0.0718571479897962,0.5232314776056928,-3.4201,14.9733
20231229,000069.SZ,0.088,140.7421,423909.21,132534.636,-1.774,0.4115,25507579075.65,20231028,20230930.0,-4.997,8.4656,-2728.1199,0.0196722665453374,-0.1011558220271654,-0.2647755754923276,-0.0196722665453374,0.0205087886558398,0.0117251764113411,-0.0744049224034861,5.053776804530886e-06,1.261644297419558e-07,-4.997,23.962241463603014,-0.5636978579481398,2.4301336573511545,8.4656,-2728.1199,0.0196722665453374,-0.1011558220271654,-0.2647755754923276,-0.0196722665453374,0.0205087886558398,0.0117251764113411,-0.0744049224034861,5.053776804530886e-06,1.261644297419558e-07,-4.997,23.962241463603014,-0.16632147568801642,2.4301336573511545,8.4656,-1444.4914703976383
20231229,000100.SZ,0.465,15.723,4214730.28,1789362.636,50.7203,1.543,80750047298.1,20231028,20230930.0,3.1287,5.2122,474.1425,0.0997412044484857,0.028709386163489,0.0539192685640743,-0.0997412044484857,0.0174058370040143,0.007481840037734,0.0,1.1455937941137772e-05,1.3311788851526004e-08,3.1287,25.11462438478399,0.0197159717115237,0.6480881399870383,5.2122,474.1425,0.0997412044484857,0.028709386163489,0.0539192685640743,-0.0997412044484857,0.0174058370040143,0.007481840037734,0.0,1.1455937941137772e-05,1.3311788851526004e-08,3.1287,25.11462438478399,0.0197159717115237,0.6480881399870383,5.2122,474.1425
20231229,000157.SZ,0.187,543.8585,231131.66,151355.319,18.9366,1.047,56667289301.08,20231031,20230930.0,5.2452,15.874,31.6523,0.0108360450860958,0.0203125032244824,-0.0467152197156929,-0.0108360450860958,0.0097383281130017,0.0059115831501364,-0.0060881971688437,2.712296671515644e-06,5.4129985457114897e-08,5.2452,24.76046297293432,0.052807790205211,0.9551098376313276,15.874,31.6523,0.0108360450860958,0.0203125032244824,-0.0467152197156929,-0.0108360450860958,0.0097383281130017,0.0059115831501364,-0.0060881971688437,2.712296671515644e-06,5.4129985457114897e-08,5.2452,24.76046297293432,0.052807790205211,0.9551098376313276,15.874,31.6523
20231229,000166.SZ,0.23,6.786,509531.37,226706.15,38.9081,1.1158,111177353846.4,20231031,20230930.0,4.4662,-9.8241,1.6,0.0113866698461904,-0.0305714285714285,0.0254008069024918,-0.0113866698461904,0.0110283132997982,0.0067784901819273,-0.0347907717691235,2.072024680358746e-06,3.826352070004496e-08,4.4662,25.434392545562485,0.0257015891292558,0.8962179602079227,-9.8241,1.6,0.0113866698461904,-0.0305714285714285,0.0254008069024918,-0.0113866698461904,0.0110283132997982,0.0067784901819273,-0.0347907717691235,2.072024680358746e-06,3.826352070004496e-08,4.4662,25.434392545562485,0.0257015891292558,0.8962179602079227,-9.8241,1.6
20231229,000301.SZ,0.146,22.5669,290879.69,276845.036,43.7841,1.728,63467645539.2,20231028,20230930.0,6.7598,121.8946,57.1477,0.0971422737349771,-0.0380772542433568,-0.1688311209982762,-0.0971422737349771,0.018102804344532,0.0088152074189982,-0.0253815656500219,3.459377171052791e-06,6.436145245472813e-08,6.7598,24.87379609392839,0.0228393412220417,0.5787037037037037,121.8946,57.1477,0.0971422737349771,-0.0380772542433568,-0.1688311209982762,-0.0971422737349771,0.018102804344532,0.0088152074189982,-0.0253815656500219,3.459377171052791e-06,6.436145245472813e-08,6.7598,24.87379609392839,0.0228393412220417,0.5787037037037037,85.14475934798557,57.1477
20231229,000333.SZ,1.546,279.8322,259372.53,1410074.987,11.6994,2.4594,383753756399.04,20231031,20230930.0,18.5301,7.6725,13.2716,0.0352472598515674,0.0807123538860037,-0.0153205944977604,-0.0352472598515674,0.0107487564580656,0.0048620321708263,0.0,2.959957423862474e-06,8.215764543117784e-09,18.5301,26.673266924461903,0.0854744687761765,0.406603236561763,7.6725,13.2716,0.0352472598515674,0.0807123538860037,-0.0153205944977604,-0.0352472598515674,0.0107487564580656,0.0048620321708263,0.0,2.959957423862474e-06,8.215764543117784e-09,18.5301,26.673266924461903,0.0854744687761765,0.406603236561763,7.6725,13.2716
20231229,000338.SZ,0.426,291.6799,391515.98,535339.558,14.717,1.5795,119117500606.65,20231031,20230930.0,8.6358,22.8768,96.2882,0.0133629291368344,-0.0179855364249112,0.1066648809067611,-0.0133629291368344,0.0091045271164738,0.0052404208298782,-0.0319148265308799,3.984061789566559e-06,1.5716313234634046e-08,8.6358,25.50337624295504,0.0679486308350886,0.6331117442228553,22.8768,96.2882,0.0133629291368344,-0.0179855364249112,0.1066648809067611,-0.0133629291368344,0.0091045271164738,0.0052404208298782,-0.0319148265308799,3.984061789566559e-06,1.5716313234634046e-08,8.6358,25.50337624295504,0.0679486308350886,0.6331117442228553,22.8768,96.2882
20231229,000408.SZ,0.115,163.9398,77098.04,195201.313,8.9842,3.2316,40048224749.82,20231020,20230930.0,24.2166,-26.6673,-28.7401,0.0321793024942578,0.0606946607409861,0.1104294062981756,-0.0321793024942578,0.0100468490732697,0.0050889740949007,0.0,5.07024387290057e-06,4.471507388435781e-08,24.2166,24.41335018363117,0.1113065158834398,0.3094442381482857,-26.6673,-28.7401,0.0321793024942578,0.0606946607409861,0.1104294062981756,-0.0321793024942578,0.0100468490732697,0.0050889740949007,0.0,5.07024387290057e-06,4.471507388435781e-08,24.2166,24.41335018363117,0.1113065158834398,0.3094442381482857,-26.6673,-28.7401
20231229,000425.SZ,0.223,228.7308,624400.98,340517.324,14.4314,1.1595,64516266867.78,20231031,20230930.0,8.8882,-4.5086,3.4954,0.0790512043929916,-0.0162162673638964,-0.1428574640616341,-0.0790512043929916,0.0151552134303626,0.0084769882731914,0.0,4.25914989277104e-06,4.4621508856105493e-08,8.8882,24.89018322845165,0.0692933464528735,0.8624407072013799,-4.5086,3.4954,0.0790512043929916,-0.0162162673638964,-0.1428574640616341,-0.0790512043929916,0.0151552134303626,0.0084769882731914,0.0,4.25914989277104e-06,4.4621508856105493e-08,8.8882,24.89018322845165,0.0692933464528735,0.8624407072013799,-4.5086,3.4954
20231229,000538.SZ,0.254,1357.9618,48325.73,237321.632,18.3239,2.2142,88315794283.35,20231031,20230930.0,10.5204,10.302,78.9008,0.0134020595476278,-0.023833158473787,-0.0778611317583373,-0.0134020595476278,0.0132821053175891,0.0103935058847555,-0.0166066354994135,3.5111099588079268e-06,2.331305890532265e-08,10.5204,25.204184799266983,0.0545735351098838,0.4516303856923493,10.302,78.9008,0.0134020595476278,-0.023833158473787,-0.0778611317583373,-0.0134020595476278,0.0132821053175891,0.0103935058847555,-0.0166066354994135,3.5111099588079268e-06,2.331305890532265e-08,10.5204,25.204184799266983,0.0545735351098838,0.4516303856923493,10.302,78.9008
20231229,000568.SZ,0.76,6149.2798,78370.28,1409387.165,20.7724,6.8317,264104045513.98,20231031,20230930.0,29.0013,25.2093,28.5838,0.0524401646359808,-0.1117821752774856,-0.1718439819668176,-0.0524401646359808,0.0237204540923695,0.0160456311571986,-0.0958020391507988,6.365383012307188e-06,9.422408394942331e-09,29.0013,26.29960897424645,0.0481408022183281,0.1463764509565701,25.2093,28.5838,0.0524401646359808,-0.1117821752774856,-0.1718439819668176,-0.0524401646359808,0.0237204540923695,0.0160456311571986,-0.0958020391507988,6.365383012307188e-06,9.422408394942331e-09,29.0013,26.29960897424645,0.0481408022183281,0.1463764509565701,25.2093,28.5838
20231229,000596.SZ,0.219,818.0802,17937.0,418529.622,28.3996,5.9334,123058080000.0,20231028,20230930.0,19.4222,24.9754,45.3712,0.0445082891099362,-0.0812581217298999,-0.1434878425411753,-0.0445082891099362,0.0179422871386953,0.0128022838611654,-0.0464486667267337,2.591749643646124e-06,3.8172527261432615e-08,19.4222,25.535922275991744,0.0352117635459654,0.1685374321636835,24.9754,45.3712,0.0445082891099362,-0.0812581217298999,-0.1434878425411753,-0.0445082891099362,0.0179422871386953,0.0128022838611654,-0.0464486667267337,2.591749643646124e-06,3.8172527261432615e-08,19.4222,25.535922275991744,0.0352117635459654,0.1685374321636835,24.9754,45.3712
20231229,000617.SZ,0.079,41.1749,314124.44,169430.511,13.0935,0.6811,68267227026.6,20231031,20230930.0,5.3786,1.5414,5.9517,0.0188679712167554,-0.050965631849832,-0.1842887793126811,-0.0188679712167554,0.0130765151269024,0.0075648805660196,-0.0476180563265609,2.737488322079592e-06,5.471926835922845e-08,5.3786,24.946695649807427,0.0763737732462672,1.4682131845543973,1.5414,5.9517,0.0188679712167554,-0.050965631849832,-0.1842887793126811,-0.0188679712167554,0.0130765151269024,0.0075648805660196,-0.0476180563265609,2.737488322079592e-06,5.471926835922845e-08,5.3786,24.946695649807427,0.0763737732462672,1.4682131845543973,1.5414,5.9517
